Time,EEG_C3,EEG_C4,EEG_O1,EEG_O2,EEG_F3,EEG_F4,EEG_P3,EEG_P4,ECG_I,ECG_II,ECG_III
19.742,1.8872970556218176e-05,1.9178972630306344e-05,-4.051382108397848e-06,-1.8353031122445724e-05,-2.392901351823939e-06,4.2207014685686814e-05,-1.3178200439502862e-05,-5.832727293291631e-05,3.416309654169476e-05,6.253361116056812e-05,-3.2096154437619925e-05
19.744,1.5550608063972694e-05,2.0796591632515337e-05,-2.058915977912579e-06,-2.2316978700743794e-05,-1.4944471967685085e-06,3.988042402463578e-05,-4.332847124069135e-06,-6.470826384029631e-05,-6.081021179776962e-05,4.1360563325252985e-05,-1.5605847905219458e-06
19.746,1.1878687538236844e-05,1.835236843165716e-05,-9.277009960623556e-07,-2.5246406392025787e-05,-2.3247910358415403e-06,3.980789997483063e-05,6.364475007749903e-06,-6.568688978221192e-05,6.18262881284247e-06,4.2312540736301416e-05,4.4951020817786504e-05
19.748,7.67900224748817e-06,1.7880201889987744e-05,4.0991806834167665e-06,-2.822698329789756e-05,-3.234093625631273e-06,3.83104308511079e-05,1.795061329910689e-05,-6.801869464822399e-05,-3.2929202722518704e-06,1.4173462674023417e-07,2.5984179715652117e-05
19.75,4.612271392338663e-06,1.8487364052706703e-05,4.489477057491895e-06,-3.2815609879404164e-05,-3.718631989775826e-06,3.755665829823369e-05,2.793584080452808e-05,-6.851040513795421e-05,1.6928031842818443e-05,-1.0516140243155494e-05,-3.3280399638659317e-05
19.752,1.2016817775881982e-06,1.9904531634690007e-05,8.151255114038613e-06,-3.6244577823429336e-05,-6.306011186273483e-06,3.531743936175416e-05,3.9220362490372145e-05,-6.713509971641926e-05,9.93213736365599e-05,-1.8089825081692728e-06,-7.701594740189166e-06
19.754,-2.5231806753274813e-06,2.1263290477346565e-05,9.362803259810146e-06,-3.985283122246051e-05,-9.507377528185243e-06,3.348982054720079e-05,4.5733932973206176e-05,-6.51313707102349e-05,2.3186832993499124e-05,7.627212670810895e-05,-2.8526243194672698e-06
19.756,-7.406120600016082e-06,2.2098732789526894e-05,1.3214813112854182e-05,-4.1705228172900605e-05,-1.2275933259896182e-05,3.069891168947524e-05,5.351796192993116e-05,-6.12448757699355e-05,-2.0033761233233725e-05,5.5566669796497965e-05,-2.459304649775789e-05
19.758,-1.0447681830564488e-05,2.4671590413907622e-05,1.3625558819286976e-05,-4.368065490041508e-05,-1.5399446068999212e-05,2.7806692521347682e-05,5.7679625062590115e-05,-5.475903739384947e-05,-5.3869558894814355e-05,4.247080975557098e-06,-6.869875017069855e-05
19.76,-1.4070605601665111e-05,2.7503108685940596e-05,1.686746061722439e-05,-4.539784841410691e-05,-1.9734667385481278e-05,2.4439897712222075e-05,6.111234467154431e-05,-5.0100758572812886e-05,-5.4753194547507514e-05,1.1767151763657028e-05,8.0355763467481e-06
19.762,-1.6671632893713796e-05,3.137852415124743e-05,1.999096378408251e-05,-4.430493038712931e-05,-2.299578378115495e-05,2.1682174057694937e-05,6.183874126977478e-05,-4.534892179846237e-05,1.0853343732242696e-05,-2.510882277877111e-05,2.5247712237339386e-05
19.764,-2.2727988503200343e-05,3.3620315332743336e-05,2.3393456277543185e-05,-4.158329309180587e-05,-2.6300209890171438e-05,1.8655982714998464e-05,6.323160176211485e-05,-3.973097288365188e-05,1.0958140978885903e-05,8.307187209947592e-06,-1.9006211618116203e-05
19.766000000000002,-2.6257700744062815e-05,3.655354530753036e-05,2.8726508122745654e-05,-4.1232747667685794e-05,-2.899970376794952e-05,1.6347283532330553e-05,6.11618617467215e-05,-3.2002405946801805e-05,0.00010357410142195537,4.4311764155157564e-05,4.902371011595672e-05
19.768,-3.137172061058006e-05,3.8711177833802455e-05,3.0328660399640828e-05,-3.6636049220890065e-05,-3.028566830378897e-05,1.2772794126257207e-05,5.8810590994554626e-05,-2.8580392878501197e-05,-2.3451568838777585e-05,-5.710634217483913e-06,-2.30579648197305e-05
19.77,-3.6080295412587906e-05,4.131416259608195e-05,3.5479376998124305e-05,-3.199458616097608e-05,-3.263149372469396e-05,1.2516853602351492e-05,5.404317009269918e-05,-2.239629324749322e-05,5.767204037246664e-05,7.596034778923721e-06,-2.3515076684609367e-05
19.772000000000002,-3.964869273849727e-05,4.1394373557924655e-05,4.066774910377445e-05,-2.9709587818805756e-05,-3.20903641314522e-05,1.081203387711009e-05,5.2268634253895635e-05,-1.8422440217641146e-05,-6.600708408878606e-05,-4.8763312662960755e-05,5.671211123133114e-06
19.774,-4.354021027827214e-05,4.024326339528473e-05,4.3743929220416085e-05,-2.433996854127532e-05,-3.143009252373527e-05,1.0850520978376524e-05,4.790567255452773e-05,-1.455754617464393e-05,1.1374489410613544e-05,4.7578522181570015e-05,3.448214791025367e-05
19.776,-4.784825103208928e-05,3.905974624292619e-05,4.873395048861845e-05,-2.1624836693606883e-05,-3.003261656596211e-05,9.534944144966932e-06,4.280705007326237e-05,-1.0666593588483058e-05,2.5021471061799654e-05,2.8139772028583653e-05,2.997188876935362e-05
19.778,-4.993337153633574e-05,3.714499814206385e-05,5.053724041032293e-05,-1.8562207367956756e-05,-2.7537404228769124e-05,1.0332425926696755e-05,3.888025688569024e-05,-8.750440951223254e-06,-4.5194071908098624e-05,9.78488697821763e-05,-3.024540909479239e-05
19.78,-5.3419004233856326e-05,3.284235449693323e-05,5.331572989017136e-05,-1.81921061765488e-05,-2.535091636380956e-05,1.028816969860877e-05,3.5956565000214636e-05,-6.010024843964264e-06,-1.5406067977342137e-05,-5.4226663447672455e-06,2.446731917102131e-05
19.782,-5.345236762570689e-05,2.984948784178723e-05,5.6392393454532604e-05,-1.798924487038209e-05,-2.2458944955934523e-05,1.0880799297376717e-05,3.3545882369324116e-05,-4.333110383480642e-06,-4.250367639880924e-05,-0.00010989840456595101,3.643343814195552e-06
19.784,-5.356458426618253e-05,2.4543342118320783e-05,5.881014697729259e-05,-1.9428240864362954e-05,-1.884527434707287e-05,1.1594448685460823e-05,3.246349177125375e-05,-4.333456998843925e-06,0.00013978399410187248,-6.547242928069708e-05,3.1870810809836384e-05
19.786,-5.2393606071265404e-05,1.8524202046555685e-05,5.8055741260940696e-05,-2.0499404353950976e-05,-1.6197671290575692e-05,1.2932318351252063e-05,3.3655879185310826e-05,-1.8079333141240427e-06,-4.0206214687108505e-05,3.622226395441932e-05,1.2570733032225493e-06
19.788,-5.0077439364579544e-05,1.4270170244651984e-05,5.7702591628397813e-05,-2.5782352603549472e-05,-1.2945983520090794e-05,1.3672927333802767e-05,3.0751213459482855e-05,2.3837608330196193e-07,-4.622111805936807e-06,-2.9489120287668195e-05,-5.256909510074502e-05
19.79,-4.699339433230946e-05,8.701352302197945e-06,5.8373014576919165e-05,-2.7315840257226863e-05,-1.111064967996177e-05,1.4677602160608044e-05,3.2180914514183084e-05,1.4968161374469551e-06,-8.593399790330692e-05,-0.0001930324741597706,-1.0813176920598936e-05
19.792,-4.333149537323756e-05,4.133889124133519e-06,5.9029147111284004e-05,-3.3367690256034047e-05,-9.060426011268103e-06,1.4424644644089589e-05,3.329864048671591e-05,1.626101975269021e-06,1.0408017580756415e-05,1.4782020182055757e-05,-6.700591112102263e-06
19.794,-3.676074151599273e-05,1.1053244923827297e-06,5.683676372773301e-05,-3.844430178004875e-05,-8.112939993164288e-06,1.3252320732816184e-05,3.2136327164453764e-05,1.7390671548908026e-06,-1.4891002225153623e-05,4.47537692893603e-05,-3.4599060286678e-05
19.796,-3.243831323063928e-05,-3.2442883410564344e-06,5.5604973282266066e-05,-4.266961005499251e-05,-7.355468681422236e-06,1.2994802595479437e-05,2.972008427963338e-05,3.503961676958018e-06,-1.3283436175569781e-06,1.5111278123198667e-05,0.00013109213689208293
19.798000000000002,-2.5648700849520985e-05,-3.235081517073275e-06,5.471660188618042e-05,-4.6387657238448915e-05,-7.512500247835709e-06,1.4238930317080227e-05,2.826268143548507e-05,2.6095017057028937e-06,-3.792760192936595e-05,-3.6746058616910666e-05,1.7284753174044334e-05
19.8,-1.86299952495524e-05,-6.49234275914681e-06,5.220691244717097e-05,-5.0016580355965844e-05,-7.805258804026428e-06,1.2860424749977153e-05,2.6684958714879732e-05,3.273644156962099e-06,1.614134024592857e-06,-7.456193934604411e-05,9.320028296518285e-05
19.802,-1.3266153655802315e-05,-6.038845275334908e-06,5.510305913273698e-05,-5.046390374357603e-05,-8.715895596783403e-06,1.3987082153074433e-05,2.2816205107843947e-05,5.012635929201059e-07,-1.5993332579168114e-05,-9.522216915194409e-06,9.508194041686564e-05
19.804000000000002,-7.656613440828981e-06,-5.084811527145383e-06,5.0786401922031896e-05,-5.1073262405931785e-05,-8.533472590775632e-06,1.4749292088908699e-05,2.00879122549689e-05,8.832540366146741e-07,-2.2751978857452243e-05,2.204550134280449e-05,9.48231914298119e-05
19.806,-2.571112398337342e-06,-3.6781856394953045e-06,4.8042181354638967e-05,-4.7838493693068155e-05,-9.722521322351352e-06,1.6385301215777798e-05,1.2895200790320554e-05,-2.473311926213507e-06,4.480942262521225e-05,-5.3420013221546023e-05,0.00019661599289929374
19.808,1.6859118922998448e-06,-9.736852374957538e-07,4.467579924567427e-05,-4.558489167065567e-05,-1.0785151412482037e-05,1.66652539946403e-05,6.783699407657269e-06,-5.425782130498385e-06,3.50724924755433e-05,3.0838751502264835e-05,4.629995677474228e-05
19.81,5.370546321835622e-06,6.817950828907505e-08,4.0349406480263554e-05,-4.105178362332208e-05,-1.0975738664212788e-05,2.023133174948137e-05,1.4300047429229694e-06,-1.0017207258921418e-05,4.453028409542023e-06,-3.910486381039172e-05,0.0001217931956914597
19.812,7.004427165290713e-06,2.5287539426015533e-06,3.746193813122339e-05,-3.6391894449367014e-05,-1.1640865438179195e-05,2.3512983539785285e-05,-5.074871928244322e-06,-1.2927997362699488e-05,3.0341876102656567e-05,-2.8280554631174138e-05,9.800139637263254e-05
19.814,8.017372023243013e-06,5.980779653301743e-06,3.0524175315758704e-05,-3.0927757364900447e-05,-1.2234998013585719e-05,2.8858442726969e-05,-1.159716962018832e-05,-1.8696816108647057e-05,6.205544584724778e-05,-2.110860953142055e-05,0.00015992700007177692
19.816,8.055438995425191e-06,8.479112309515311e-06,2.416329628699884e-05,-2.4583857050748664e-05,-1.2287002978821765e-05,3.463085560762936e-05,-1.7863937834100612e-05,-2.1216983097611908e-05,1.7118498928652188e-05,2.0064381995691053e-05,0.00011619044067179811
19.818,7.585498013974715e-06,1.0195122679320046e-05,1.7796302764371917e-05,-1.9954322903616462e-05,-1.1912317562129994e-05,3.957102263157765e-05,-1.977869267936256e-05,-2.548053542999374e-05,6.775955109020902e-05,-2.330508053975735e-05,0.00015827931455674867
19.82,7.410511951221276e-06,1.2277941945979774e-05,9.279229130989083e-06,-1.592002643408708e-05,-1.2815337992916207e-05,4.610937703781093e-05,-2.1875825939337712e-05,-3.052447002440239e-05,-2.00402310872961e-05,2.4157915859927078e-05,0.00020256666634533294
19.822,6.042997674374412e-06,1.4150084963251085e-05,1.2940724090330595e-06,-1.224991384103708e-05,-1.2702165282234315e-05,5.049042829636954e-05,-2.2826653161664747e-05,-3.4350676300860754e-05,-8.164580767701421e-05,0.00014393454346394962,0.00016642894359000516
19.824,5.181674985176122e-06,1.6697746848698614e-05,-4.2380572227210565e-06,-8.987593051539466e-06,-1.2244520741260517e-05,5.526270058500287e-05,-2.141783402603933e-05,-3.543025961629908e-05,-2.2108806086961837e-05,-1.619976714408667e-05,0.00023521397181890444
19.826,4.150436442916003e-06,1.773441188507935e-05,-1.0161824255500113e-05,-9.5295522706528e-06,-1.2357597651058877e-05,5.889877155427715e-05,-2.0203093834610773e-05,-3.7908065381806384e-05,-9.823113894516091e-05,-1.9589510751132263e-05,0.00026461705095763983
19.828,3.668325048245346e-06,1.8938116607776444e-05,-1.82579390140347e-05,-9.232333459641887e-06,-1.1963201866603193e-05,6.192583466584282e-05,-1.6721361809865235e-05,-4.22298756231301e-05,0.00012116256114741783,-3.742035579527024e-05,0.00016965514828436073
19.830000000000002,3.293778956181486e-06,1.974008290718345e-05,-1.98977502570794e-05,-1.1577290840529385e-05,-1.1690905416447291e-05,6.337209551099594e-05,-1.3165405152683504e-05,-4.425275512138297e-05,-1.8483346335745302e-05,-2.6021434894995823e-05,0.0001729469495405973
19.832,2.0875708746747686e-06,2.1287794942872103e-05,-2.5640070577903583e-05,-1.5132359758328454e-05,-1.2061675683172631e-05,6.230293018923673e-05,-6.939348201613657e-06,-4.426781675784608e-05,2.545768064272367e-05,-6.833712062465907e-05,0.00017121820569857314
19.834,3.9829052274326755e-06,2.3145741729099642e-05,-2.380844747631706e-05,-1.926593504889812e-05,-1.1276153790943086e-05,6.100883697701844e-05,1.4127514677127052e-06,-4.649258453765346e-05,2.8507559450436142e-05,7.391540799851468e-05,0.00016161034122085544
19.836000000000002,4.461323692184177e-06,2.2887809100575743e-05,-2.4298406629993403e-05,-2.485751704321407e-05,-1.2515386410291329e-05,5.7801183561959847e-05,6.851837539797094e-06,-4.823450173707864e-05,-5.337592370364711e-05,3.2503032229619174e-06,5.7536140974669126e-05
19.838,5.050632010243789e-06,2.4266791540536e-05,-2.283456331191191e-05,-3.027870939311672e-05,-1.2532842385849243e-05,5.36719922502769e-05,1.3527565049966912e-05,-5.077536689436713e-05,4.292786494735292e-06,1.0565181219937822e-05,0.00014448629438050832
19.84,5.847873817373534e-06,2.6628465175174435e-05,-1.7658275876075266e-05,-3.4117797981959474e-05,-1.2648004576978473e-05,4.7912777613766e-05,1.9288702260331737e-05,-5.2442196275988366e-05,9.771094046111141e-05,-2.4170473072815043e-05,5.436772038826872e-05
19.842,5.785081470118679e-06,2.8228425289775972e-05,-1.4049561488742024e-05,-3.853809367567422e-05,-1.2152111016120569e-05,4.0832792054411795e-05,2.6375578741754086e-05,-5.137969091937667e-05,4.533880893549973e-05,-4.2955027471036816e-05,0.0001657923447116805
19.844,7.076079607589006e-06,2.904364075378794e-05,-7.03005802224827e-06,-4.1282571235605336e-05,-1.239728398438066e-05,3.290804515399368e-05,3.0922619435434146e-05,-5.125526750222678e-05,-4.3251483546797014e-05,9.700546047897126e-05,0.00010387254053286239
19.846,5.132250808681782e-06,3.025599901171558e-05,6.012368549548723e-08,-4.351239407274319e-05,-1.253684946632241e-05,2.6121495242962727e-05,3.4349578112709017e-05,-5.434188345303325e-05,4.84265523640118e-05,9.378604170245366e-05,8.83121324958474e-05
19.848,3.7017851550047196e-06,3.097693856401255e-05,8.717274235277085e-06,-4.3981113895392125e-05,-1.1528813013948237e-05,1.816947708899749e-05,3.881639921804153e-05,-5.446425408484149e-05,-1.704140253261679e-05,1.3289757507808819e-05,0.00010530653619654175
19.85,2.076627555457312e-06,3.126470949753108e-05,1.5183158390729526e-05,-4.246656164156979e-05,-1.1722114740605562e-05,1.2501824553463584e-05,4.201534867727436e-05,-5.338087948159669e-05,-8.327278776133657e-07,-2.9411453040932524e-05,0.00013730867062744056
19.852,-1.7625209912210018e-06,3.157351586325204e-05,2.0542344043760905e-05,-4.046472650146489e-05,-1.0709038057823354e-05,6.507986722542034e-06,4.4031270348103664e-05,-5.1556755130754915e-05,0.00011025988711833321,-5.621596882434042e-05,5.9080269103421855e-05
19.854,-5.78879205829947e-06,3.0460090406034858e-05,2.825353844463507e-05,-3.8058705444055805e-05,-8.907243067124289e-06,1.952300641400278e-06,4.4193136699966195e-05,-5.077830132036627e-05,-4.624871245179666e-05,8.436552589215409e-05,0.00011115482938078748
19.856,-1.0711866543423486e-05,2.9843771192853164e-05,3.1541316209431566e-05,-3.3012776314829364e-05,-9.50139483750877e-06,-4.428173552749422e-07,4.431290364501659e-05,-4.632594810853392e-05,6.510959355915082e-05,2.1610067047651442e-05,-3.54137888463144e-05
19.858,-1.627131988205512e-05,2.8030277361852684e-05,3.5181584870940735e-05,-2.9363699443636656e-05,-8.650765521406666e-06,-3.4158371441885843e-06,4.541802376771646e-05,-4.326611488651227e-05,1.3781745644245433e-05,-3.702002672434264e-05,3.056277618257306e-05
19.86,-2.1947200926646552e-05,2.696532012906939e-05,3.602986973300589e-05,-2.366667019249869e-05,-8.481177187018005e-06,-3.881225513697591e-06,4.5549831244532625e-05,-3.570405315109497e-05,2.8645770160689083e-05,-1.9221207388628254e-05,0.00010872124296209976
19.862000000000002,-2.793724010929574e-05,2.3199915742738115e-05,3.9187353030926144e-05,-1.95741343010705e-05,-9.69825856071334e-06,-3.6538050945101312e-06,4.370057514899629e-05,-2.958282043468025e-05,-1.3603567400599636e-05,0.0001036269898343692,8.452206358535233e-05
19.864,-3.369661045266752e-05,2.0873080863789482e-05,3.9522857276532645e-05,-1.3800715608941485e-05,-1.0022683090615447e-05,-4.240037448346865e-06,4.391729987739777e-05,-2.2088023859519723e-05,7.918385588645676e-05,6.058313528405201e-05,-6.584659034455001e-05
19.866,-3.8926417283724426e-05,1.6976675646818687e-05,3.8176068463527316e-05,-9.119226563137216e-06,-1.1762480480221016e-05,-3.4989125186845656e-06,4.1016867849265245e-05,-1.229994674660813e-05,-4.666779067836665e-05,2.150677948410807e-05,4.1908845928619544e-05
19.868000000000002,-4.3275226189992275e-05,1.4696163438584026e-05,3.5375041466638404e-05,-6.413427081620131e-06,-1.3160905176023408e-05,-2.8258415474805126e-06,4.296475086262315e-05,-2.4199202570732675e-06,-6.728611539285558e-05,-6.742104433288375e-05,1.3551392796219316e-05
19.87,-4.664818706085391e-05,1.137176595441869e-05,3.577594329347167e-05,-3.073686812226611e-06,-1.4843034213595758e-05,-2.132889513123661e-06,4.0979640039359404e-05,8.85529577130559e-06,2.9488640551017948e-05,-4.547496797872235e-05,6.550377071832372e-05
19.872,-4.99834623026484e-05,8.623968423425402e-06,3.2891571004581e-05,2.0440425851127854e-06,-1.6277416955375564e-05,-3.4597465875383515e-06,3.919185756684248e-05,1.5299798977771524e-05,-1.8388213086216583e-06,-8.186011644618561e-05,1.9358889157376975e-05
19.874,-5.081541074002337e-05,4.356265727233687e-06,3.397422599707703e-05,2.0160080735883324e-06,-1.907242706575928e-05,-4.7868530215828845e-06,3.800220412017573e-05,2.655288222823263e-05,-1.4150038184450183e-05,3.933210386879246e-05,9.915611587934733e-05
19.876,-5.140591519010177e-05,9.788852517258685e-07,3.656331224578678e-05,5.500174299772358e-06,-2.2808876632460466e-05,-6.4496231584797895e-06,3.674763500206415e-05,3.54552999269275e-05,0.00011938342982051286,-5.4902070317219695e-05,5.341808350932941e-05
19.878,-4.948972635168698e-05,-3.068711349611832e-06,3.9463735946034194e-05,6.966040408284862e-06,-2.2749908428062268e-05,-9.764846793158824e-06,3.613840273523886e-05,4.394417780293317e-05,-2.462263629810445e-05,9.605504435500265e-05,8.64055882264337e-06
19.88,-4.783720898219851e-05,-6.342618695149176e-06,4.1595161381365144e-05,9.493303029670029e-06,-2.4921948387824088e-05,-1.2675709353031822e-05,3.2520466287089744e-05,4.926595957887528e-05,-1.4820219489690554e-05,-9.273041229675557e-06,4.938281828068618e-05
19.882,-4.488987801693076e-05,-9.852021033784758e-06,4.781349141207213e-05,1.087628561887288e-05,-2.5944295107754667e-05,-1.8460415502152544e-05,3.146764327122732e-05,5.5191062280864094e-05,2.8219378675183853e-05,2.3763312121154842e-05,-2.7112510375037863e-05
19.884,-4.146691109504459e-05,-1.3434847376195415e-05,5.227252624840694e-05,1.3906175557891152e-05,-2.706676516462616e-05,-2.2552047232352005e-05,2.6897004179142936e-05,5.7741276125206916e-05,6.33837932333679e-05,0.00010771285459552517,6.501376243795389e-06
19.886,-3.6799922126663e-05,-1.7552837157080864e-05,5.845060253750431e-05,1.709846536975951e-05,-2.617052783545667e-05,-2.826734945540212e-05,2.399794123620035e-05,5.9587131144570115e-05,-5.255423842559581e-05,-8.836139484737428e-05,-1.0041732750390998e-05
19.888,-3.371879912519183e-05,-2.1216359518936274e-05,6.351471851168667e-05,1.583482796098252e-05,-2.469029008127476e-05,-3.42504062040256e-05,2.3086874838119484e-05,6.03361052628441e-05,-5.554462981308044e-05,5.723576215327471e-05,-1.1038054436647192e-07
19.89,-2.8636002247370823e-05,-2.535643070734615e-05,6.810014930747394e-05,2.020792920424565e-05,-2.4227782984833098e-05,-3.708284482121345e-05,1.7547763188935575e-05,5.790842710320436e-05,-3.8626743618336875e-05,7.664491289617518e-05,2.5557720436777265e-05
19.892,-2.5846599823492226e-05,-2.9335571414095507e-05,7.309015727529124e-05,2.5764581847353297e-05,-2.1845548081057764e-05,-4.111797773779145e-05,1.6667462053960764e-05,5.585293705199519e-05,-1.75401563295252e-05,2.113781646847909e-05,-3.154406006375127e-05
19.894000000000002,-2.038297515071007e-05,-3.3985912994576135e-05,7.705777473448768e-05,2.924096666064169e-05,-1.9306900869170295e-05,-4.438154852357146e-05,1.5563823982757456e-05,5.3304804055523595e-05,-4.1004080384427456e-05,6.051938786399952e-08,1.4563370378739688e-05
19.896,-1.784358071950092e-05,-3.8847403131416e-05,7.511392831496431e-05,3.2620414332082576e-05,-1.655892435117186e-05,-4.657102523137177e-05,1.3155828417137437e-05,4.7359903316515764e-05,7.933375035472628e-05,-4.7453717738642894e-05,8.55808650184959e-05
19.898,-1.4504456418195161e-05,-4.103525361750593e-05,7.474491535651209e-05,3.707021541843802e-05,-1.4596463566418013e-05,-4.6009326201516454e-05,1.2307861467122756e-05,4.4327512558427665e-05,-1.968600314095214e-05,-4.1456221599897895e-06,2.78493870779521e-05
19.900000000000002,-1.0675132723728997e-05,-4.504146544883482e-05,7.206498129691546e-05,4.022070919792806e-05,-1.322216098727401e-05,-4.456892943038696e-05,1.0854445393086766e-05,4.05253637508066e-05,-2.18681201250997e-05,-9.114165418457633e-06,-3.709727354472529e-05
19.902,-9.038741348926425e-06,-4.7685738039659235e-05,6.751989756326684e-05,4.377920637257496e-05,-1.1283674418417697e-05,-4.315313898526768e-05,1.0601674537871206e-05,3.738789177929649e-05,4.289224286227678e-06,5.1545559359322575e-05,6.917939191288527e-05
19.904,-6.86982675205209e-06,-5.035251670349363e-05,6.306014667587504e-05,4.5801111340099545e-05,-1.0830717573694337e-05,-4.001877952145126e-05,9.695883234157042e-06,3.4317386450448475e-05,-3.723638115504211e-05,-1.2686182855313082e-05,2.504743346639598e-05
19.906,-5.0628311219155695e-06,-5.119177056975635e-05,5.182785149229421e-05,4.8912646293273675e-05,-9.840263330565941e-06,-3.6862223148582986e-05,9.785067598384742e-06,3.221747469590468e-05,8.953032646846998e-06,2.0356613180942866e-05,1.2861094202620738e-05
19.908,-3.574321038005193e-06,-5.221173392956354e-05,4.30845031404529e-05,5.093009333510334e-05,-1.05681543391428e-05,-3.3128748566831356e-05,1.0137181347391146e-05,3.0535557214899925e-05,-1.833795176929269e-05,3.16354580149494e-05,-0.0011645278117123552
19.91,-2.648102860614338e-06,-4.9909142897657485e-05,3.603716402050719e-05,5.257104437168737e-05,-1.3432107551695409e-05,-2.7019829069063107e-05,1.166182010161757e-05,3.0192103441589846e-05,2.4998243881924042e-05,1.116842309880512e-05,-0.0011314097862314629
19.912,-1.7897869756746004e-06,-4.832090463211749e-05,2.6547031122892077e-05,5.244264593287486e-05,-1.3897636254314287e-05,-2.277260875011474e-05,1.1020067498825906e-05,3.08993324394337e-05,3.1705344868170547e-06,-8.344122267837349e-05,-0.0010088179981282378
19.914,-2.4120952708685625e-07,-4.529869715987029e-05,1.5038213593643365e-05,5.368966387514896e-05,-1.685568389445035e-05,-1.981535839055756e-05,1.3939199435912627e-05,2.972128119810834e-05,-7.83733280166352e-05,-7.5377848306929885e-06,-0.000944558719528933
19.916,7.11397437510659e-07,-4.073203389645957e-05,7.378489930169074e-06,5.507933683682074e-05,-1.930307446183807e-05,-1.5787544260642034e-05,1.4089091784776582e-05,3.0004439748261733e-05,-1.1164559252712237e-05,3.873261552161802e-05,-0.0008710986375579676
19.918,2.1652196097100253e-06,-3.582347727102535e-05,-1.0198627689100814e-06,5.3946455776118434e-05,-2.300793958491804e-05,-1.3607070665876217e-05,1.4584273896677082e-05,3.0032492628343666e-05,8.377472684911036e-05,6.909461000997965e-05,-0.0006413793170644363
19.92,2.0889412522970356e-06,-3.0141637837220678e-05,-4.289503474490779e-06,5.305119127899578e-05,-2.5528218158365142e-05,-1.2351215100850742e-05,1.4155215524067735e-05,2.7764170417944415e-05,-3.812778768577745e-05,-3.457292053686101e-05,-0.0004861781250306268
19.922,2.322867408529028e-06,-2.458082930263825e-05,-8.840429479675748e-06,5.2623381052688204e-05,-2.793804131151545e-05,-1.1096149982608268e-05,1.3237297064899805e-05,2.7175762373484265e-05,1.796911435536346e-05,-0.00012068967242308769,-0.00030943663179997465
19.924,1.5382954095360399e-06,-1.8862325442679326e-05,-1.0073007377021655e-05,5.032120085820803e-05,-2.8149201608179022e-05,-1.0278628813849144e-05,1.3760763190513078e-05,2.595262041490045e-05,3.429795416824007e-05,-1.5510510688079863e-05,-0.0001834048915857536
19.926000000000002,1.6169324265554965e-06,-1.1819231357591593e-05,-1.1818006012667919e-05,4.9809819718381725e-05,-3.013755933854299e-05,-1.141233322259999e-05,1.3844935156483302e-05,2.240157286163852e-05,-6.402940844773556e-05,7.619178135811036e-05,2.9102943508675136e-05
19.928,5.792900782520625e-07,-7.278809808198071e-06,-1.100773847951859e-05,4.9042591796736143e-05,-2.9775122933345543e-05,-1.184094451621845e-05,1.2441193373440233e-05,1.6590583613101655e-05,-3.7022884904678367e-06,4.628236444186555e-06,0.0002228999481941875
19.93,-1.7835141003260493e-07,-2.8667760483126265e-06,-6.351351857305905e-06,4.832278926337548e-05,-2.8693443483706025e-05,-1.2607477954603309e-05,1.3533252738126575e-05,1.2048638393092838e-05,-1.8951628285959773e-05,-2.187650420223568e-05,0.00039135735272024104
19.932000000000002,-2.5241072263515884e-06,9.0156146851954e-07,-3.114747637113444e-06,4.4228515139681906e-05,-2.7082472806646115e-05,-1.5298049816200713e-05,1.498263590876913e-05,7.586347766406605e-06,-4.29564159572512e-05,-5.421704155163006e-05,0.0006427394761286259
19.934,-4.419516046265995e-06,4.535675808732723e-06,1.299668823385414e-06,4.105970237112317e-05,-2.5451337389818927e-05,-1.5448160455460088e-05,1.8240579519049642e-05,8.757906843499034e-07,-2.342413152534369e-05,-3.448382299610187e-05,0.0008006747364144607
19.936,-6.026097974018465e-06,6.319191294472392e-06,6.81991835939692e-06,3.874998832434421e-05,-2.038971905065997e-05,-1.6296545273079694e-05,2.0206843508409702e-05,-4.7482788951662075e-06,3.0440095497473614e-05,0.00010311837123985321,0.0008804971000799583
19.938,-1.0726526000627964e-05,7.010698661228061e-06,9.694887922901687e-06,3.5169986160263796e-05,-1.8344833550754163e-05,-1.773462735032122e-05,2.2414530834800025e-05,-1.098980345783632e-05,6.177603642422307e-05,-7.378957993420502e-05,0.0011117177490838654
19.94,-1.3628490986390844e-05,8.542007103375644e-06,1.5684846041523244e-05,2.697236998227889e-05,-1.4950284875554018e-05,-1.6934452039896032e-05,2.9407811104347757e-05,-1.4637023859470496e-05,-2.584842087681369e-06,2.982316286038138e-05,0.0011579817311986494
19.942,-1.6450990318789765e-05,8.20642916134553e-06,2.1641768156452182e-05,2.3113038083131108e-05,-1.1561399106616086e-05,-1.7504005079937963e-05,3.44237830694931e-05,-1.9385281863586895e-05,-4.136122708071268e-05,-4.175232542782848e-05,0.0012058934097151153
19.944,-1.9355191871072443e-05,6.466081690868131e-06,2.3491127659946927e-05,1.735377424376665e-05,-9.372070184465918e-06,-1.8443572042446695e-05,4.0726551482552525e-05,-2.1440838692118408e-05,3.6178218918797875e-06,-4.382522296265212e-05,0.00128055885507419
19.946,-2.2309411242992675e-05,4.961850130439361e-06,2.65618769585468e-05,9.910392553102866e-06,-6.483192820936261e-06,-1.8612528224352443e-05,4.609994135055025e-05,-2.1660240749436106e-05,-8.857997305571762e-05,2.9522187547664525e-05,0.0012846997272106548
